Open,High,Low,Close,Adj Close
14.381333,14.41,13.786667,13.928,13.928
13.836667,13.964667,13.666667,13.912667,13.912667
13.839333,14.365333,13.736667,13.930667,13.930667
14.096,14.111333,13.577333,13.818667,13.818667
13.852,14.08,13.78,13.840667,13.840667
13.876667,14.21,13.861333,13.886,13.886
13.936667,13.988,13.601333,13.644,13.644
13.943333,14.354,13.85,14.078,14.078
14.241333,14.452667,13.82,14.347333,14.347333
14.466,14.703333,14.423333,14.685333,14.685333
14.658,14.84,14.390667,14.414667,14.414667
14.44,14.582667,14.345333,14.527333,14.527333
14.527333,14.757333,14.434,14.638667,14.638667
14.7,15.017333,14.603333,15.008,15.008
14.999333,15.062,14.716667,14.869333,14.869333
14.869333,14.983333,14.766667,14.882,14.882
14.765333,14.826667,14.459333,14.637333,14.637333
14.639333,14.660667,14.474,14.597333,14.597333
14.666667,14.796,14.534,14.599333,14.599333
14.533333,14.726667,14.363333,14.712,14.712
14.816,15.629333,14.768,15.489333,15.489333
15.586667,16.056667,15.507333,15.701333,15.701333
15.665333,15.688667,15.137333,15.290667,15.290667
15.159333,15.198,14.561333,14.586,14.586
14.633333,15.051333,14.510667,14.524667,14.524667
14.592,14.813333,14.168667,14.330667,14.330667
14.463333,14.793333,14.342,14.513333,14.513333
14.494667,14.536,14.233333,14.528667,14.528667
14.520667,14.666,14.3,14.364667,14.364667
14.633333,14.916667,14.548667,14.646667,14.646667
14.712,14.838,14.587333,14.640667,14.640667
13.298,13.73,13.05,13.110667,13.110667
13.046,13.17,12.808667,13.093333,13.093333
12.67,13.008,12.648667,12.876667,12.876667
12.724,13.254,12.524667,13.236667,13.236667
13.459333,13.603333,13.294,13.452667,13.452667
13.675333,14.118667,13.533333,14.012667,14.012667
14.198,14.233333,13.934667,14.152,14.152
13.742667,14.549333,13.733333,14.433333,14.433333
13.982,14.302667,13.866667,14.265333,14.265333
14.0,14.348667,13.933333,14.296,14.296
14.206667,14.541333,14.200667,14.396,14.396
14.52,14.654,14.3,14.452,14.452
14.664,15.118667,14.634,14.985333,14.985333
14.94,15.166667,14.881333,14.976667,14.976667
15.033333,15.039333,14.686,14.835333,14.835333
14.874667,14.996,14.736667,14.768667,14.768667
14.834667,14.85,14.642667,14.693333,14.693333
14.642667,15.139333,14.553333,15.083333,15.083333
15.0,15.273333,14.983333,15.017333,15.017333
15.098,15.32,15.0,15.224,15.224
15.066667,15.19,14.606667,14.7,14.7
14.799333,14.966667,14.592,14.818,14.818
14.818,15.426,14.758,15.334,15.334
15.179333,15.333333,15.02,15.300667,15.300667
15.289333,15.557333,15.128,15.232667,15.232667
15.196667,15.384,15.106667,15.374,15.374
15.38,15.685333,15.349333,15.652667,15.652667
15.7,15.775333,15.292,15.334,15.334
15.291333,15.324667,14.76,15.146667,15.146667
15.158,15.313333,14.947333,15.052667,15.052667
15.046,15.390667,14.803333,15.374,15.374
15.333333,15.466667,15.16,15.335333,15.335333
15.2,15.306667,15.072667,15.077333,15.077333
15.121333,15.436,15.11,15.272,15.272
15.216,15.324667,14.974667,15.043333,15.043333
15.078,15.171333,14.894,14.994,14.994
15.027333,15.11,14.936,15.040667,15.040667
15.068,15.3,14.995333,15.039333,15.039333
15.032667,15.146,14.894,14.907333,14.907333
14.955333,14.988667,14.853333,14.882667,14.882667
14.921333,15.044,14.819333,14.900667,14.900667
14.902667,15.011333,14.835333,15.0,15.0
14.944667,15.007333,14.845333,14.862,14.862
14.954667,15.232667,14.853333,14.989333,14.989333
15.136667,15.143333,14.814667,14.841333,14.841333
14.874,14.92,14.718,14.730667,14.730667
14.809333,14.857333,14.588,14.666,14.666
14.676667,14.693333,14.333333,14.346667,14.346667
14.407333,14.407333,14.034667,14.089333,14.089333
14.028667,14.173333,13.91,14.134,14.134
13.934,14.073333,13.366667,13.384667,13.384667
13.488667,13.546667,13.08,13.185333,13.185333
13.268,13.55,13.266667,13.522,13.522
13.7,13.766667,13.380667,13.447333,13.447333
13.303333,13.326,13.090667,13.157333,13.157333
13.272667,13.328,12.913333,12.964667,12.964667
13.0,13.424667,12.94,13.22,13.22
13.137333,13.232667,12.896667,13.07,13.07
